text,true_label,pred_label,confidence,length,keyword,orig_label
the final day of this election campaign call for a certain kind of song   Hung over from argument at the Thanksgiving dinner table   hopeless or hopeful   amid candidate   lastgasp grandstand   the government s shameful fearmongering   as poll flail and stamina flag   what we need be some jump   some getupnjump   not just indignation but jubilation   a hatchback of electric guitar cheer for everything Monday get to get up to,0,0,0.9955117,75,hopeless,0
Latest News h NY mayor sign bill limit deportation of caribbean immigrant,0,0,0.9981785,14,migrant,0
who have be responsible for the big advance in the treatment of the disabled,0,0,0.9980446,16,disabled,0
Sithole put South Africa on the map in disabled tennis   win his first Grand Slam single title in his category last month   follow his win at the British Open in July,0,0,0.9990526,34,disabled,0
Beck say member of his group already have send more than 1 million fax to member of Congress since the start of the year   the group also post a petition on its website oppose a proposal by the bipartisan group of senator know as the Gang of Eight to legalize undocumented immigrant   in a time of budgetdeficit crisis and high unemployment  ,0,0,0.9973411,64,migrant,0
illegal immigrant from Bangladesh speak to the medium at the Immigration office in Dar es Salaam   yesterday shortly before they be deport   accord Immigration official Edmund Novaita   the 20 bangladeshi national have serve a 6month jail term in Mtwara and Dar es Salaam after they be find guilty of illegally enter the country last year    Photo   Khalfan say,0,0,0.99815494,65,migrant,0
clash leave 300 villager homeless in Khagrachhari,0,0,0.9982286,12,homeless,0
he regret that in 2014   Boko Haram kill 6644 people and render more than one million homeless   make it the world s deadly militant group   accord to Global Terrorism Index,0,0,0.99886405,33,homeless,0
a book on depression that everyone should read   whether you suffer with mental illness or not   this awardwinne   modern classic   be as much a celebration of be alive as a look at the dark side of living   and its core message be the most important of all   that nothing be ever hopeless    and a PS for any selfhelp super geek out there   Haig s followup   note on a nervous Planet   be out in July  ,0,0,0.58267504,79,hopeless,0
the fact be that people from innumerable culture and country have always fight for freedom   equality and democracy   democracy be not a patent of the West   if at all there be a threat to the western civilization   it be not because of immigrant from the nonwestern world but because of the grow inequality that be equally affect people of western origin   but that be altogether another debate,0,0,0.99769294,70,immigrant,0
so far   Roche have merely say Avastin help woman with advanced ovarian cancer live long without their disease get bad   full detail will be unveil at the annual meeting of the American Society of Clinical Oncology in June,0,0,0.9941889,41,women,0
she say   on the commendation of the woman wing   the PHF have bar woman player of over thirty year of age from take part in all national level hockey event to give ample opportunity to the young hockey talent to play hockey,0,0,0.9987602,45,women,0
  I vote twice before   but now I do not have that drive anymore   right now I feel hopeless    say blessed    the two major political party have I feel like an old man grasp for a little air   and no matter what I do   none of they can assist I by give I a little air   they be hopeless   the country be doom  ,0,0,0.99745077,64,hopeless,0
the 30yearold unidentified victim   believe to be an indonesian immigrant   be of moderate size   fairskinne and clothe in a pair of blue jean,0,0,0.99864453,30,immigrant,0
a crew of disabled athlete will be tackle this weekend s Chattanooga Waterfront Triathlon to show other with disability they   too   can participate in a healthy   active lifestyle,0,1,0.9731919,30,disabled,1
Mancha Spokesperson Imran H Sarker say the scrapping of Nizami s review plea against his death sentence bring to an end the   hopeless   situation create by the   unnecessary delay   in bring to justice Bangladesh s war criminal,0,0,0.9984352,41,hopeless,0
New York Marathon title holder Geoffrey Kipsang Kamworor complete a hattrick at the IAAF World Half Marathon Championships   after win in Valencia   Spain on Saturday evening as Ethiopian Netsanet Gudeta Kebede take the woman s title,0,0,0.9989078,46,women,0
  however   disabled child need more attention in term of curriculum adaptation   teaching method   and availability of teaching and learn material   assistive technology   assessment system   as well as fund for more assistance in adapt the school environment    he stress,0,0,0.9988883,40,disabled,0
as report by Sport24   it s widely expect that current South Africa rugby coach Allister Coetzee will see his contract terminate in the very new future   SARU would of course then be in need of a replacement   but even still   the mute appointment of Erasmus would raise eyebrow for a number of reason   SA Rugby be believe to be currently work on a fiveyear contract to be offer to Erasmus upon the sacking of Coetzee,0,0,0.9990325,81,in-need,0
the screenplay have basically the same word in the play   as adapt by the original playwright Yasmina Reza   however   under the heavyhande direction and cowriting by Roman Polanski   these same word manage to become a dry   lifeless   endless rant by 4 hopelessly miserable people,0,0,0.9984119,50,hopeless,0
the Prime Minister say that construction of affordable housing initiative would not only provide shelter to the homeless but would generate huge economic activity by provide million of job and boost all link industry of the housing sector,0,0,0.99801874,40,homeless,0
there be some lesson Ethiopia can draw from latin american country that have use cash transfer scheme to support the poor   the government also need to start focus on redistribution of wealth rather than just rapid economic growth   urban housing policy should ensure poor family have access to decent shelter   there should also be social security scheme to assist   especially household whose member be unemployed because of disability,0,0,0.99615943,70,poor-families,1
she also witness the development of the economy of the district affect by war while visit an apparel factory in Ampara and see the booming in touristic infrastructure in Passekudah   in Batticaloa   she also visit several successful European Unionfunded project to support small business run by single woman head household   implement by the french NGO act   in Ampara   she participate to the opening of an Early Childhood Care and Development unit in the Zonal Education Office of Akairipattu   in the framework of a program finance by AFD   French Agency for Development and the French Organisation Solidarit   La   que and implement throughout the Eastern Province with three local counterpart,0,0,0.97037697,123,women,0
manila   Philippines   the government will hold a second nationwide survey this summer to identify the poor of the poor family,0,0,0.9975883,22,poor-families,1
guide by the philosophy of   Building Communities    Swire Properties establish its Community Ambassador Programme in 2001   the programme seek to help the elderly   the disabled   child and disadvantaged family in the community,0,0,0.99834776,35,disabled,0
MP Lisa Hanna have blame the   bloodsport   nature of the jamaican husting for turn off most woman from enter representational politic,0,0,0.9988065,26,women,0
all four man live at the same refugee centre in Salzburg,0,0,0.99893814,13,refugee,0
last week   the Standard reveal Essex County Council would completely withdraw one support   which provide social care to around 1600 elderly and vulnerable resident with physical and mental health problem   from the Maldon district at the end of March   Vulnerable resident fear they will not be able to cope once their carer stop visit they,0,0,0.99818474,57,vulnerable,0
even 2015 s Pirelli calendar which feature many amazing woman with different body type   include a seminude Schumer   be a sure fire sign that time be a changin  ,0,0,0.99889153,33,women,0
Bangladesh s bowling could do well   however   Mehidy Hasan Miraz and Nazmul Islam will once again need to slow thing down while Mustafizur Rahman and Rubel Hossain have to bowl well in the power play and slog over   Taskin Ahmed may have to give away his place after be below par,0,0,0.99887973,59,in-need,0
since the tournament increase its status to a tier 1 event and its prize money to 600000   each golfer would be in need of caddie this year,0,0,0.99916315,30,in-need,0
there be just on 20000 member belong to more than 350 VIEW club throughout Australia who raise more than 1million to support 1000 child in need,0,0,0.9972951,30,in-need,0
UK Independence Party   UKIP   leader Nigel Farage tweet    Mass immigration still hopelessly out of control and set to get bad if we remain in EU  ,0,0,0.9987185,27,hopeless,0
as she descend into a state of hopelessness   she decide to do   one hopeful thing    she buy a Golden Retriever puppy call Bunker   Little do she know how much solace he would provide,0,0,0.9351033,35,hopeless,1
he note that people in rural area especially farmer be in need of accurate information on irrigation   market and price of their produce   Kibassa mention Honomaro ward   on the KondoaHanang border which have five primary school but have no secondary school   dispensary or health centre,0,0,0.9984225,53,in-need,0
Senate probe   Govt leave migrant child in US at risk of traffic,0,0,0.99671125,14,migrant,0
Thierry Patisserie be that rare breed of dessert cafe   it s open early in the morning   7 be   for those in need of a pickmeup before work and stay open very late   midnight   for people in search of a late aftermovie dessert,0,0,0.9943508,47,in-need,0
the school   oversee by the King Edward VI charitable foundation in the city   have be set a target to ensure at least oneinfive place be award to pupil from poor family   it coincide with a move to expand the school to take an additional 130 child,0,0,0.9989498,50,poor-families,0
New World Development   NWD   00017   HK   own several commercial project near the harbourfront area   make it vulnerable to criticism that it will profit from its proposal to redevelop the Tsim Sha Tsui promenade   Apple Daily report on Friday,0,0,0.99917585,44,vulnerable,0
rescuer save 484 migrant from boat in the Mediterranean on Saturday and find the body of seven man who have die in the attempt to get to Europe,0,0,0.9974153,30,migrant,0
the high point total ND can now finish with be 103   while Canterbury will have no few than 105   a tally that still leave they vulnerable to Auckland on the final day of the season,0,0,0.9988759,37,vulnerable,0
he far allege that it be unthinkable that the government of an independent country can make people homeless by kill they in police fire and resort to attack and torch,0,0,0.9988606,32,homeless,0
  the result allow we to see there have be important change over time in the composition of economically vulnerable family     many economically vulnerable family no long fit the traditional profile of poor family    she say,0,0,0.9973641,37,poor-families,0
there will be two phase include a web base process where anyone can respond in write in any language   to question pose   and a process of face to face consultation with all stakeholder include woman   disabled soldier   the military   war widow and former child soldier   amongst other   she add,0,0,0.99808705,51,disabled,0
the man be among a group convict at London s Southwark Crown Court of a 50 million pound   70 million   scheme to steal public cash intend to be use to train vulnerable youngster,0,0,0.9979699,35,vulnerable,0
she tell the assembly that woman do not make choice about abortion in the abstract   they do so in the context of an unplanned or undesired pregnancy,0,0,0.9989342,29,women,1
in this Tuesday   Oct 10   2017 photo   Zeinab Hawary   25   prepare a dish at a restaurant in Rabat   Morocco   a remarkable restaurant in Morocco s capital offer its guest the opportunity to enjoy a full   fresh meal for just 6   but what s most remarkable be its chef   all be developmentally disabled   since its opening in April   the restaurant have enjoy very favorable review   its customer say they appreciate the quality of the food   the low price and the commitment behind its creation    AP PhotoMosaab Elshamy,0,0,0.9819979,95,disabled,0
Sami   who be an 18year old new immigrant to Christchurch at the time of Aaliyah s death   excited about set up a new life and her pregnancy   have also suffer from the tragedy   he say,0,0,0.9497595,38,migrant,0
she far argue that   the then mahamale government grant the two detainee refugee status therefore   in accordance with the United Nations Convention on the status of refugee of 1951 and the 1967 Protocol of the Status of Refugees   as well as the provision of the Refugee Law 1992   PNDC law 305d of Ghana   Ghana have the responsibility to protect they against return to a country where they have a reason to fear persecution,0,0,0.9962842,78,refugee,0
loach remain just as passionate about social injustice as when his tv play   Cathy Come home   shock viewer 50 year ago with its depiction of a slide into homelessness,0,0,0.89818954,32,homeless,1
Alinejad s Facebook page and social medium campaign have be run for three long year   and have manage to gather more than 3000 picture of woman without headscarf pledge alliance against the mandatory dress code,0,0,0.9985983,39,women,0
Rosemary Nolan   a 22yearold emigrant from Waterford   have tell her family she be   over the moon   after the multiple birth,0,0,0.99862266,25,migrant,0
marine police capture 21 south asian illegal immigrant and a people smuggler in a sampan outside Hong Kong International Airport   the young wouldbe migrant be three year old   Apple Daily report Thursday   the toddler s 34yearold father and,0,0,0.9988367,44,immigrant,0
the process of merge the Senate and House bill could take week   expose vulnerable member to a sustained barrage of additional attack   include over the August recess,0,0,0.9989767,29,vulnerable,0
  this incident will not tear we down but rather strengthen we as an organization   we will continue our mission of help Veterans in need   it be through your generous donation and the volunteer in chapter 84 that we have be able to provide transportation service for Veterans to their appointment at VA facility and to build wheel chair ramp at no cost to the Veteran   there be scarcely a family in Alexander County that have not witness chapter 84 s Honor Guard perform Military Rites at a love one funeral   last year   chapter 84 vote to support   Dental Care for Veterans    a program that be get underway by the DAV Department of North Carolina   through this program   Veterans will be able to receive primary dental care at no charge,0,1,0.6772865,132,in-need,1
it be almost impossible to believe that a team with Thomas Mueller   Toni Kroos and Mesut Ozil look vulnerable but Germany will really have to live up to their reputation of raise their game for the big occasion at Euro 2016   read More,0,0,0.9984413,45,vulnerable,0
but HRW have call for   unimpeded and unconditional access   for 26902toolong organization like UNHCR and IOM to rescue migrant and refugee in order to assess their claim for refugee status,0,0,0.9987857,35,refugee,0
this be especially gall because both the EITC and CTC have feature conservative should applaud   first   because someone have to earn an income to qualify for they   the credit operate as an economic incentive to find work   second   eligibility for both credit phase out gradually   minimize any   welfare trap   effect   and third   because they re credit rather than deduction   the money they provide be more focused on Americans in need   with less excess spending high up the income ladder,0,0,0.9782204,81,in-need,0
the situation have some parallel to Myanmar s current Rohingya crisis   hardliner from the majority Sinhala buddhist population   include several monk   have engage in a sustained propaganda campaign   use social medium to spread antimuslim sentiment   proliferate hate speech and organize attack   in fact   buddhist monk organize and carry out an attack on 200 Rohingya refugee in Sri Lanka last year   but unlike in Myanmar   antimuslim violence be a relatively new phenomenon in Sri Lanka,0,0,0.9987406,79,refugee,0
her meeting with Jen be the genesis of Windmill Park in the town of Boksburg   it have grow from one small building and 40 orphan into a place that provide care   employment and opportunity for both vulnerable child and the broad community,0,0,0.9657714,45,vulnerable,1
name it and he have do it   an onscreen chameleon   he do not just portray a character   he become the character   on film and tv   he have be a philander husband   a gay lover   a conartist   a hopeless romantic and the list go on   he have master his craft and be keen on take on even more challenging role in his future project,0,0,0.9990011,67,hopeless,0
  the US presidential campaign   put undocumented immigrant and refugee in the spotlight   terrify they    Welcome Place counsellor Ghezae Hagos say    the election and inauguration of Mr Trump appear to be the final reason for those who come mostly last month  ,0,0,0.9981438,45,immigrant,0
perhaps I be misinterpret your comment but I move to this country as an indian immigrant   barely able to speak English   at the age of 7 and have live in 4 city and two country within the UK Brexit or no Brexit   I refuse to entertain the idea that the UK be a racist country   certainly not one with anywhere close to 17 m racist,0,0,0.99867624,67,immigrant,0
138 Tanzanians mistaken for illegal immigrant,0,0,0.99883527,9,immigrant,0
accessibility and the right of disabled New Zealanders   people with access need   old people and anyone who be currently struggle to access the world around they   be the social movement of our time,0,0,0.9868579,35,disabled,1
the decision to put learningdisable actor at the heart of the creative process be integral to Hijinx s remit   for the past nine year it s be run the Hijinx Unity Festival   which have the aim of raise the profile of inclusive performance as its own form alongside disabilityle work,0,0,0.9970606,58,disabled,0
Cecilia Acuin   chief science research specialist at the Food and Nutrition Research InstituteDepartment of Science and Technology   FNRIDOST    explain that teenage mother be   vulnerable to all kind of problem  ,0,0,0.99909806,35,vulnerable,1
Trump infuriate Mexicans call migrant from their country   rapist   and drug runner when he launch his campaign last year   vow to build a border wall to keep they out,0,0,0.9978079,31,migrant,0
Mr Vanderpuije call police on the reporter who be film the homeless nightlife of the victim after the demolition   accuse they of fabricate a story to embarrass and cause disaffection for government,0,0,0.99869186,38,homeless,0
obviously I live in some other country   because 99 of immigrant from Ukraine currently work in Russia ordinary laborer   it tiler   repairman   builder   plumber   all those who use to be call   shabashniki    yes   and the Ukrainians themselves call themselves   worker    ie those who be go to work,0,0,0.9985959,53,immigrant,0
now that all but two of the refugee have leave Cambodia and return to their home country   the controversial deal be in jeopardy of fall apart,0,0,0.9988024,28,refugee,0
the chief minister allege the   lie   be be spread from   the north of the country   to discredit the state and   destroy peace and harmony    he say that those who be behind the propaganda be force who be try to torpedo the peace and the cordial atmosphere prevail in the state   he also seek to boost the confidence of the migrant worker by post a message in Hindi on his Facebook page,0,0,0.99842143,73,migrant,1
  the proceed from Lady Lucan s estate will help Shelter to continue fight bad housing and homelessness  ,0,0,0.99811184,19,homeless,1
the Jali family in Brown s Farm be elate as the City of Cape Town donate wheelchair to their disabled member,0,0,0.9886312,25,disabled,0
the World Report on Disability   release by the World Bank and the World Health Organisation in 2011   reveal that unemployment be a major challenge for the disabled,0,0,0.997551,29,disabled,0
  the people have win    add Matteo Salvini   head of Italy s anti immigrant Northern League,0,0,0.99902713,17,immigrant,0
as the ugly fall out continue yesterday Conservative Baroness Warsi say immigrant and their descendant be be stop in the street and order to leave Britain,0,0,0.99813074,29,immigrant,0
the Presidential Candidate of the New Party Patriotic Party   NPP    Nana AddoDankwa AkufoAddo have call on market woman to use the power of their thumb to change the National Democratic Congress   NDC  ,0,0,0.97975713,38,women,0
so   let the NPP government appointee look down upon the hardworking and selfless man and woman at their own peril,0,0,0.9263764,22,women,0
Judge Steven ONeill   of the Montgomery County Court of Common Pleas   declare a mistrial on Saturday morning follow a note from juror say that they be hopelessly deadlocke on three count of aggravate sexual assault,0,0,0.9983298,39,hopeless,0
  so we do need to heal ourselves as an Aboriginal Torres Strait islander community   but also as a nation    h a life of hope   not hopelessness,0,1,0.99506515,29,hopeless,0
of course   it be hardly news that not all white view the country s 165000 or so nonwhite immigrant with unalloye enthusiasm   it be ten year since the SS Empire Windrush have bring the first boatload of West Indians to Britain to work   and number have be steadily grow   Immigration be run at over 40000 a year,0,0,0.9987974,64,immigrant,0
other change to the point system for skilled migrant wish to obtain a visa to work in Britain have also be tighten,0,0,0.99893194,24,migrant,0
Mary Kay be one of the world s large direct selling company with more than 3 billion in annual wholesale sale worldwide   Mary Kay be found in 1963 by Mary Kay Ash with the goal of help woman achieve personal growth and financial success   Mary Kay remain committed to enrich woman s life   and today more than 24 million people of all background be enjoy the advantage of be Mary Kay Independent Beauty Consultants   Mary Kay s highquality skin care and color cosmetic product be sell in more than 35 country around the world   to learn more about Mary Kay   visit wwwmarykaycoin,0,0,0.98438627,108,women,0
Ronel Bekker   executive member of Mpumalanga Swimming   say it have be great to see the rapid growth of swim among disabled learner in Mpumalanaga,0,0,0.99903643,31,disabled,0
  nowadays Hong Kong diffuse hopelessness   worry and resentment   how can we walk far   we have to pray to God that we will not give up even though we can not see immediate result    he say,0,1,0.55162746,37,hopeless,1
Police say that the man be Panaligan in disguise and that he be not disable despite the man show walk with a cane   ask why it take three month to charge Panaligan   Wernick say that police make sure they establish a motive and that other related police finding be in place to build a strong case against the suspect,0,0,0.9984895,64,disabled,0
  MYTH BUSTER   I   an undocumented immigrant   just file my taxis and pay 300 to the state of Arizona   I can not receive financial aid from the state or federal government for school   I can not benefit from unemployment   a reduced healthcare plan   or a retirement fund  ,0,0,0.9991372,49,migrant,0
if our expectation of our teenager be too high and well above what they expect   they will feel hopeless about achieve they and we will feel frustrated that they do not seem willing to stretch for what we believe they can achieve,0,0,0.9988589,44,hopeless,0
talk about family   I meet some homeless people in the hospital who be receive treatment and so on,0,0,0.9790981,20,homeless,0
  it seem to I as if it s a response to a very hard attitude that s come through in term of deal with immigrant   even statement make about Muslims be bar from enter the US   I think it s good that we be see as a country where you can still be who you want to be regardless of your religion or race or anything like that  ,0,0,0.94439536,70,immigrant,0
Cheung be also prosecute in 2002 for molest two mentally disabled woman   but he be acquit after the court hold that the victim   testimony be contradictory,0,0,0.99827135,28,disabled,0
Free Premium h Australia refugee dump deal cause disbelief in Trump h email to friend,0,0,0.99874324,17,refugee,0
  as a woman   I want to stand up for my reproductive right   as a hispanic   I want to be see as a member of this community   as a firstgeneration American   I want to show that anyone deserve the opportunity to come here   as a human being   I want to stand up against Trump and other Republicans whose hateful speech towards woman   immigrant   lgbt people   and all other be poison this nation    one of the participant write on a blog on Tunicks website feature about the project,0,0,0.9569161,92,immigrant,1
indeed   the ALRC have a hopeless   even pointless task   no mandatory   centralise   bureaucratic classification system could ever hope to monitor all content available to Australians in 2013   Seventytwo hour of video be upload to YouTube every minute   an honest reform of classification in our era would begin by rethink its purpose   and   perhaps   throw it all away,0,0,0.9988104,62,hopeless,0
after the brutal death of the found father of the country   Sheikh Mujibur Rahman   along with four other national leader in 1975   many think the country have lose all hope for leadership   in this hopeless situation   military dictator be push forward to take over the leadership,0,0,0.99800545,49,hopeless,0
JayneAnne Gadhia   the ceo   recently point out in a blog post that while the world of banking be slowly start to catch up with the time   the Competition and Markets Authority in Britain need to encourage both simplicity and competition,0,0,0.9991015,44,in-need,0
speak for right to Pride   Craig Chapman say segregate migrant worker   drug user   sex worker   client of sex worker   prisoner   the LGBTI community or heterosexual from anyone else live with or expose to HIVAids be not helpful,0,0,0.99707115,41,migrant,0
  the government need to come forward   and it need to give resource to legal aid   so that those woman and those family have their basic human right and safety meet   around representation and justice   the ability to navigate that Goliath of an office with a great deal of power   and to ensure they have the education and the advocacy that they need    h Child and Youth Advocate respond,0,1,0.6889401,70,women,1
he say Dreams possible will use the 6 by 15 meter space to sell handmade craft to raise fund for the physically disabled,0,0,0.5917732,25,disabled,0
an arrest saudi prince who help the Murdoch family maintain its grip on their medium empire have offload his stake in 21st Century Fox   leave they more vulnerable to pressure from restless shareholder,0,0,0.99897385,36,vulnerable,0
he say some element be bent upon spread hopelessness in the society and add   I have decide to put all record before the nation   and in the Senate   as reply for those who be be upon point scoring   we must give impression of unity   strength and victory in this war on terror  ,0,0,0.9984066,54,hopeless,0
yes   Hong Kong law require all child of suitable age to be admit to school for formal education   but in the case of illegal immigrant   their parent or guardian should bear the cost as they be not permanent resident of Hong Kong,0,0,0.9983907,44,migrant,0
though the family manage to escape and save their life   their house be set afire   valuable be loot   and they be leave homeless for many day,0,0,0.9971545,29,homeless,1
  if you look at patent datum   for example   where it s available both in Europe and in the US   you see that immigrant be disproportionately represent in innovation  ,0,0,0.9988734,30,migrant,0
the Chicago Cubs place righthander Yu Darvish on the 10day disabled list for the second time this month on Saturday   this time as the result of right triceps tendinitis,0,0,0.99918383,33,disabled,0
Italy s new populist government will refuse to let a humanitarian boat carry more than 600 refugee and migrant dock at any of its port and have ask the tiny Mediterranean country of Malta to open its door to the vessel   accord to medium report   h Twitter h most popular,0,0,0.99874973,52,refugee,0
  we have lose 850 of our member that be dead   we be go to bury another one tomorrow   Wednesday   because of this nonpayment   so hopelessness   depression and disillusionment be kill our member  ,0,0,0.9985349,35,hopeless,1
  we feel hopeless when we see there be no launch   it be announce that MV Farhan1 will go to Chandpur   but we find no vacant cabin   so   we be wait  ,0,0,0.9990109,34,hopeless,0
the Press Council of Australia recommend that the medium not use the term    illegal immigrant    or    illegal     say they would could    reasonably be interpret as imply criminality or other serious misbehaviour   ,0,0,0.999005,34,immigrant,0
campaigner say over the year thousand of woman   especially those from poor family   have be discard by their husband in this manner   many have be render destitute   with nowhere to go   or have be force to return to their parental home or fend for themselves,0,0,0.6144785,47,poor-families,0
an advocate for feminism   he highlight the team be make up of predominantly young woman who speak a common language to achieve the goal of TedX Maitama,0,0,0.99859387,31,women,0
the tale of decrepit andor no police service vehicle at police station across the country have become a common cry on radio talk show   a civilian who call RJR s Hotline radio programme last Wednesday complain that the lone vehicle at the Waterford Police Station in St Catherine be down   in need of a head gasket   that same head gasket   the caller say   have already be repair by a senior officer at the station who dip into her own purse before   but just could not afford it this time,0,0,0.99881953,93,in-need,0
she add    I would also like to carefully point out that the issue be not her religious belief   but rather it be about choose to treat man and woman differently by shake the hand of woman but not man  ,0,0,0.95622116,41,women,0
expert in escape North Korea have a message for Donald Trump h north korean refugee Grace Jo   leave   and Jung Gwang Il   right   appear at a news conference before attend a meeting of the United Nations Security Council at UN headquarters in New York on December 10   2015    file photoreuter,0,0,0.9985032,55,refugee,0
the Independent Alliance be still in talk over measure for the   most vulnerable  ,0,0,0.99917763,15,vulnerable,0
at this point in Labour s leadership battle between Jeremy Corbyn and Smith   the latter s account of event speak to a much big question   who can be trust to lead the party s fight against the conservative cut to benefit and support that disabled people depend on,0,0,0.9991117,50,disabled,0
Police in TarimeRorya Special Zone be still interrogate an immigration officer attach to Sirari border point along with an associate accuse of involvement in traffic illegal ethiopian immigrant into the country from neighbour Kenya,0,0,0.9985122,42,migrant,0
now   under promoter Ricky Hatton   he find himself on the other side of the world   prepare for a fight in which he be very much second favourite   but not hopelessly so,0,0,0.99899775,33,hopeless,0
the footage   which also show fan engage in antiimmigrant chant   spark a backlash after it be publish by the spanish newspaper   El Pais,0,0,0.9984157,27,immigrant,0
on top of this   there be ten of thousand of people with irish passport currently live in the UK   the Brexit negotiation will likely take year   but it unsure at this point what status irish immigrant in the UK will have follow the result,0,0,0.9985959,46,immigrant,0
although Ms Merkel s popularity have bounce back in the last month or so   her conservative party   Christian Democratic Union   be still suffer in opinion poll while the antiimmigrant alternative for Germany   AfD   make big gain in state election last month,0,0,0.9985195,44,migrant,0
to help million of child from poor family   we should embark on a national health and educational program to be implement by public healthcare nurse   midwive   and primary care physician   they should teach pregnant mother   as well as parent of child young than three year old   how the brain develop in addition to their current health teaching,0,0,0.98481107,61,poor-families,0
  we be deal with a crisis   the woman live in these shelter home be vulnerable woman   the department have to make sure that they hire the right person and that the person be suitably pay   we propose a change in the rule of the shelter home after incident of woman run away be report    say Prita Jha   president of Peace and Equality Cell   an NGO which file the PIL   the next hearing in the PIL be schedule for Wednesday,0,0,0.99598724,82,vulnerable,0
Haupt amp Binder   look back at the last decade   what would you highlight in term of what have happen in the art scene of the UAE   and the region in general   Sultan Sooud AlQassemi   although the art scene of the emirate of Abu Dhabi   Dubai and Sharjah have always be vibrant   I have notice that they have become more daring in the past decade with regard to the quality and content of the work display and exhibit   Artwork tackle a variety of relevant issue   include human right   woman and gender role   and child s right have appear at various exhibition across the UAE   other city in the arab world   include Bahrain   Beirut and Cairo   have also witness a revival in their respective culture scene via festival and art exhibition,0,0,0.99837685,135,women,0
some of the violence surround the Bulyanhulu eviction can be put down to score settling between local inhabitant and immigrant miner   as describe above  ,0,0,0.998273,28,migrant,0
in a discussion on   Scale amp Surge   Secrets to grow your startup    Devaki Yoganand   President of Women Entrepreneurs Karnataka Association   WEKAS   and Rupa Rani of CoWe   an initiative which handhold and train woman business owner   talk about how woman s family often discourage they from set up their own enterprise,0,0,0.9979826,59,women,0
  they say they know what the problem be   they know the prescription   it find its way into the party manifesto and then here we be   hopelessly   uselessly   completely confused   convoluted they can not get it do and they know it   vote they out    Hon Hammond say,0,0,0.99894994,49,hopeless,0
the extreme include unreconstructed Communists who never break with Moscow   the neoNazi Golden Dawn that want to mine the turkish border again to keep immigrant out   and the misleadingly name Greek Ecologists   who be pronudism,0,0,0.9988387,45,immigrant,0
it s really simple   the EU be an undemocratic fascist organisation   rule by unelected representative   anyone who vote to stay in be either a recent immigrant who be quite happy with the social welfare system   and like the thought of more of their relative benefit from it   or they be so brainwash by the totalitarian leave they have no idea how a democracy be suppose to function   Scotland be just a basket case and have a bee in their bonnet about the UK   h Fred,0,0,0.99754363,87,immigrant,0
Saudi Arabia have in recent month detain several woman s right activist   some of whom have campaign for the right to drive and an end to the kingdom s male guardianship system,0,0,0.99889165,34,women,0
be one of the Schengen country    Shengen be an area comprise 26 european state that have officially abolish passport and all other type of border control at their mutual border    a student study in the Netherlands   have an advantage of fluid movement to 25 member country   she say visa processing for student be a lot easy   compare to the one be handle by France and Belgium on the country s behalf for other category of immigrant,0,0,0.9989158,79,immigrant,0
  it become very clear that Lopez intentionally and consciously make the decision to not properly investigate case where child and vulnerable adult be victimize    Lt Eric Johnson write in his review of Lopez s case    she even admit during an interview that she be aware one of the suspect in a case be still at large and be likely reoffende  ,0,0,0.9986319,65,vulnerable,0
but Abbott s weakness and want of judgment remain on active display in January   the party s revolt take Abbott by surprise   itself a measure of how out of touch he be   he beg for another chance   an opportunity to show that he could change his style and public perception of his hopelessness   Most of those who give he that further chance have no real hope of expectation that Abbott could or would change   it be obviously a personality thing   yet they shrink from execution   realise that it would be an awful look   after the disaster of the ruddgillardrudd period,0,0,0.9990004,106,hopeless,0
volunteer count 100 people   live rough   on the North Shore in this year s Metro Vancouver homeless count but in actuality   you d have to septuple that number to find the real homeless population,0,0,0.9991146,37,homeless,1
Afsar say that food safety be not the issue of any distinct department rather it be a job of different department   to ensure safe food for the people   all involve in the food chain need to be well connected and work hand in hand to face the challenge   he add,0,0,0.9962471,53,in-need,0
likewise   in subsaharan Africa   60 percent of all AIDS case be woman   accord to David Tigawalana from the Uganda AIDS Commission   gender inequality such as economic dependency   lack of personal asset   and lack of protection against sexual violence and exploitation   leave woman more vulnerable to HIV and AIDS,0,0,0.99899536,54,vulnerable,0
a homeless couple be see by the roadside along Jalan Tuanku Abdul Rahman    Picture by Choo Choy May,0,0,0.81150436,21,homeless,0
clan of various surname and function be form by chinese immigrant   bring into then Malaya by the British to open up tin mine and jungle for rubber planting   their mission then be to help fellow countryman who be flee famine and civil war to find job and shelter and send hardearne money to their impoverished family in China,0,0,0.9185261,63,migrant,0
body of drown immigrant be see at a naval base in Tripoli   Picture   Hamza TurkiaXinhua,0,0,0.9980281,19,immigrant,0
let we be clear   Malaysia be not face the problem or the hopelessness that give rise to the Arab Spring   we be bless with an abundance of resource and talent   but to assume that all be well and that there be no need to scrutinise the democratic process   would be a mistake,0,0,0.9752354,54,hopeless,0
in this case   it would be hopelessly optimistic to expect his top 50 achievement to be anything to write home about   but   since he have spend money and a portion of our deplete forest to print those modest achievement in a book   we be compel to check the fact against the claim,0,0,0.9984268,54,hopeless,0
most importantly   very few policy and programme attempt to make healthy food such as whole grain and fresh fruit and vegetable affordable to poor family,0,0,0.9954586,27,poor-families,0
